player,team,fantasy_pos,g,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,targets,rec,rec_yds,rec_td,fumbles_lost
Chris Olave,NOR,WR,16,0,1,0,0,1,1,-3,0,156,100,1163,9,0
D'Andre Swift,CHI,RB,16,0,0,0,0,0,223,1087,9,48,34,299,1,2
Saquon Barkley,PHI,RB,16,0,0,0,0,0,280,1140,7,50,37,273,2,1
Davante Adams,LAR,WR,14,0,0,0,0,0,0,0,0,114,60,789,14,0
Caleb Williams,CHI,QB,17,330,568,3942,27,7,77,388,3,2,2,22,1,1
Dak Prescott,DAL,QB,17,404,600,4552,30,10,53,177,2,0,0,0,0,2
Ashton Jeanty,LVR,RB,17,0,0,0,0,0,266,975,5,73,55,346,5,1
Zay Flowers,BAL,WR,17,0,0,0,0,0,10,62,1,118,86,1211,5,3
Nico Collins,HOU,WR,15,0,0,0,0,0,2,15,1,120,71,1117,6,1
Jameson Williams,DET,WR,17,0,0,0,0,0,6,12,0,102,65,1117,7,0
Tee Higgins,CIN,WR,15,0,0,0,0,0,0,0,0,98,59,846,11,0
Bo Nix,DEN,QB,17,388,612,3931,25,11,83,356,5,1,0,0,0,2
Rico Dowdle,CAR,RB,17,0,0,0,0,0,236,1076,6,50,39,297,1,1
Jaylen Warren,PIT,RB,16,0,0,0,0,0,211,958,6,45,40,333,2,0
Courtland Sutton,DEN,WR,17,0,0,0,0,0,0,0,0,124,74,1017,7,0
Jalen Hurts,PHI,QB,16,294,454,3224,25,6,105,421,8,0,0,0,0,4
Jared Goff,DET,QB,17,393,578,4564,34,8,19,45,0,0,0,0,0,5
Michael Wilson,ARI,WR,17,0,0,0,0,0,0,0,0,126,78,1006,7,0
A.J. Brown,PHI,WR,15,0,0,0,0,0,0,0,0,121,78,1003,7,0
Breece Hall,NYJ,RB,16,1,1,4,1,0,243,1065,4,48,36,350,1,2
TreVeyon Henderson,NWE,RB,17,0,0,0,0,0,180,911,9,42,35,221,1,1
Tetairoa McMillan,CAR,WR,17,0,0,0,0,0,0,0,0,122,70,1014,7,1
Dallas Goedert,PHI,TE,15,0,0,0,0,0,0,0,0,82,60,591,11,0
Kyle Pitts,ATL,TE,17,0,0,0,0,0,0,0,0,118,88,928,5,0
Alec Pierce,IND,WR,15,0,0,0,0,0,0,0,0,84,47,1003,6,0
Drake London,ATL,WR,12,0,0,0,0,0,0,0,0,112,68,919,7,1
Hunter Henry,NWE,TE,17,0,0,0,0,0,0,0,0,87,60,768,7,0
Justin Herbert,LAC,QB,16,340,512,3727,26,13,83,498,2,0,0,0,0,2
Emeka Egbuka,TAM,WR,17,0,0,0,0,0,2,9,0,127,63,938,6,0
Travis Kelce,KAN,TE,17,0,0,0,0,0,1,1,0,108,76,851,5,0
Patrick Mahomes,KAN,QB,14,315,502,3587,22,11,64,422,5,1,1,-10,0,0
Zach Charbonnet,SEA,RB,16,0,0,0,0,0,184,730,12,24,20,144,0,0
Kenneth Walker III,SEA,RB,17,0,0,0,0,0,221,1027,5,36,31,282,0,0
Jaylen Waddle,MIA,WR,16,1,1,8,0,0,2,28,0,100,64,910,6,0
RJ Harvey,DEN,RB,17,0,1,0,0,0,146,540,7,58,47,356,5,1
Harold Fannin,CLE,TE,16,0,0,0,0,0,7,13,1,107,72,731,6,1
D.K. Metcalf,PIT,WR,15,0,0,0,0,0,2,12,1,99,59,850,6,0
Parker Washington,JAX,WR,16,0,0,0,0,0,7,0,0,95,58,847,5,0
Tyler Warren,IND,TE,17,0,1,0,0,0,6,8,1,112,76,817,4,0
Brock Bowers,LVR,TE,12,0,0,0,0,0,2,2,0,86,64,680,7,0
CeeDee Lamb,DAL,WR,14,0,0,0,0,0,1,2,0,117,75,1077,3,0
Wan'Dale Robinson,NYG,WR,16,0,0,0,0,0,3,5,0,140,92,1014,4,0
Stefon Diggs,NWE,WR,17,0,0,0,0,0,0,0,0,102,85,1013,4,0
DeVonta Smith,PHI,WR,17,0,0,0,0,0,0,0,0,113,77,1008,4,0
Michael Pittman Jr.,IND,WR,17,0,0,0,0,0,0,0,0,111,80,784,7,0
Tony Pollard,TEN,RB,17,0,0,0,0,0,242,1082,5,41,33,206,0,3
Colston Loveland,CHI,TE,16,0,0,0,0,0,1,-2,0,82,58,713,6,0
Quentin Johnston,LAC,WR,14,0,0,0,0,0,2,7,0,84,51,735,8,1
D.J. Moore,CHI,WR,17,1,1,2,1,0,15,79,1,85,50,682,6,1
Jake Ferguson,DAL,TE,17,0,0,0,0,0,1,1,0,102,82,600,8,2
George Kittle,SFO,TE,11,0,0,0,0,0,1,-3,0,69,57,628,7,0
Jauan Jennings,SFO,WR,15,0,0,0,0,0,0,0,0,90,55,643,9,1
Baker Mayfield,TAM,QB,17,343,543,3693,26,11,55,382,1,0,0,0,0,3
Jaxson Dart,NYG,QB,14,216,339,2272,15,5,86,487,9,0,0,0,0,2
Jordan Love,GNB,QB,15,291,439,3381,23,6,47,199,0,0,0,0,0,2
Sam Darnold,SEA,QB,17,323,477,4048,25,14,35,95,0,0,0,0,0,6
Jacoby Brissett,ARI,QB,14,315,485,3366,23,8,38,168,1,0,0,0,0,4
Daniel Jones,IND,QB,13,261,384,3101,19,8,45,164,5,0,0,0,0,3
Aaron Rodgers,PIT,QB,16,327,498,3322,24,7,21,61,1,1,1,-9,0,1
Bryce Young,CAR,QB,16,304,478,3011,23,11,54,216,2,0,0,0,0,4
Lamar Jackson,BAL,QB,13,192,302,2549,21,7,67,349,2,0,0,0,0,3
C.J. Stroud,HOU,QB,14,273,423,3041,19,8,48,209,1,0,0,0,0,0
Cam Ward,TEN,QB,17,323,540,3169,15,7,39,159,2,0,0,0,0,7
Brock Purdy,SFO,QB,9,197,284,2167,20,10,33,147,3,0,0,0,0,2
Geno Smith,LVR,QB,15,302,448,3025,19,17,41,109,0,0,0,0,0,1
Tua Tagovailoa,MIA,QB,14,260,384,2660,20,15,20,43,0,0,0,0,0,1
Tyler Shough,NOR,QB,11,221,327,2384,10,6,45,186,3,0,0,0,0,2
Kenneth Gainwell,PIT,RB,17,0,0,0,0,0,114,537,5,85,73,486,3,1
Joe Flacco,2TM,QB,13,251,416,2479,15,10,21,35,1,0,0,0,0,3
Rhamondre Stevenson,NWE,RB,14,0,0,0,0,0,130,603,7,37,32,345,2,3
Quinshon Judkins,CLE,RB,14,0,0,0,0,0,230,827,7,36,26,171,0,0
Justin Fields,NYJ,QB,9,128,204,1259,7,1,71,383,4,1,0,0,0,3
David Montgomery,DET,RB,17,1,2,3,1,0,158,716,8,29,24,192,0,1
Joe Burrow,CIN,QB,8,173,259,1809,17,5,14,41,0,0,0,0,0,0
Jacory Croskey-Merritt,WAS,RB,17,0,0,0,0,0,175,805,8,13,9,68,0,2
Mac Jones,SFO,QB,11,201,289,2151,13,6,36,60,0,0,0,0,0,2
Kyle Monangai,CHI,RB,17,0,0,0,0,0,169,783,5,30,18,164,0,0
Kareem Hunt,KAN,RB,17,0,0,0,0,0,163,611,8,25,18,143,1,1
Woody Marks,HOU,RB,16,0,0,0,0,0,196,703,2,36,24,208,3,0
Marcus Mariota,WAS,QB,11,139,227,1695,10,7,50,297,1,0,0,0,0,3
J.J. McCarthy,MIN,QB,10,140,243,1632,11,12,37,181,4,0,0,0,0,2
Tyrone Tracy Jr.,NYG,RB,15,0,0,0,0,0,176,740,2,48,36,288,2,1
Michael Penix,ATL,QB,9,166,276,1982,9,3,21,70,1,0,0,0,0,2
Justin Jefferson,MIN,WR,17,0,0,0,0,0,2,7,0,141,84,1048,2,0
Deebo Samuel,WAS,WR,16,0,0,0,0,0,17,75,1,99,72,727,5,0
Jordan Mason,MIN,RB,16,0,0,0,0,0,159,758,6,16,14,51,0,1
Ladd McConkey,LAC,WR,16,0,0,0,0,0,0,0,0,106,66,789,6,0
Blake Corum,LAR,RB,17,0,0,0,0,0,145,746,6,14,8,36,0,0
Jayden Daniels,WAS,QB,7,114,188,1262,8,3,58,278,2,0,0,0,0,2
Troy Franklin,DEN,WR,17,0,0,0,0,0,5,12,0,104,65,709,6,1
Romeo Doubs,GNB,WR,16,0,0,0,0,0,0,0,0,85,55,724,6,0
Tyler Allgeier,ATL,RB,17,0,0,0,0,0,143,514,8,16,14,96,0,0
Bucky Irving,TAM,RB,10,0,0,0,0,0,173,588,1,35,30,277,3,1
J.K. Dobbins,DEN,RB,10,0,0,0,0,0,153,772,4,14,11,37,0,0
Tre Tucker,LVR,WR,17,0,0,0,0,0,11,51,0,92,57,696,5,0
Kirk Cousins,ATL,QB,10,166,269,1721,10,5,14,7,1,0,0,0,0,1
Omarion Hampton,LAC,RB,9,0,0,0,0,0,124,545,4,35,32,192,1,0
Cam Skattebo,NYG,RB,8,0,0,0,0,0,101,410,5,32,24,207,2,1
Juwan Johnson,NOR,TE,17,0,0,0,0,0,0,0,0,102,77,889,3,2
Rachaad White,TAM,RB,17,0,0,0,0,0,132,572,4,45,40,218,0,0
Keenan Allen,LAC,WR,17,0,0,0,0,0,0,0,0,122,81,777,4,0
Rome Odunze,CHI,WR,12,0,0,0,0,0,0,0,0,90,44,661,6,0
Kimani Vidal,LAC,RB,13,0,0,0,0,0,155,643,3,22,16,136,1,0
Jakobi Meyers,2TM,WR,16,0,0,0,0,0,5,13,0,110,75,835,3,1
Spencer Rattler,NOR,QB,9,174,257,1586,8,5,31,167,0,2,1,0,0,2
Rashid Shaheed,2TM,WR,18,0,0,0,0,0,9,69,0,92,59,687,2,1
Rashee Rice,KAN,WR,8,0,0,0,0,0,5,20,1,78,53,571,5,0
Christian Watson,GNB,WR,10,0,0,0,0,0,1,3,0,55,35,611,6,0
Dalton Schultz,HOU,TE,17,0,0,0,0,0,0,0,0,106,82,777,3,0
AJ Barner,SEA,TE,17,0,0,0,0,0,10,14,1,68,52,519,6,0
Chuba Hubbard,CAR,RB,15,0,0,0,0,0,134,511,1,39,30,223,3,1
Khalil Shakir,BUF,WR,16,0,0,0,0,0,1,5,0,95,72,719,4,1
Jordan Addison,MIN,WR,14,0,0,0,0,0,2,81,1,79,42,610,3,0
Kayshon Boutte,NWE,WR,14,0,0,0,0,0,0,0,0,46,33,551,6,0
Aaron Jones,MIN,RB,12,0,0,0,0,0,132,548,2,41,28,199,1,1
Devin Singletary,NYG,RB,17,0,0,0,0,0,119,437,5,19,18,151,0,0
Brian Thomas,JAX,WR,14,0,0,0,0,0,3,21,1,91,48,707,2,0
Marquise Brown,KAN,WR,16,0,0,0,0,0,0,0,0,74,49,587,5,0
Jayden Higgins,HOU,WR,17,0,0,0,0,0,0,0,0,68,41,525,6,0
Chris Rodriguez,WAS,RB,13,0,0,0,0,0,112,500,6,4,3,30,0,0
Marvin Harrison Jr.,ARI,WR,12,0,0,0,0,0,0,0,0,73,41,608,4,0
Dalton Kincaid,BUF,TE,12,0,0,0,0,0,0,0,0,49,39,571,5,0
Colby Parkinson,LAR,TE,15,0,0,0,0,0,0,0,0,56,43,408,8,1
Tucker Kraft,GNB,TE,8,0,0,0,0,0,1,3,0,44,32,489,6,0
Shedeur Sanders,CLE,QB,8,120,212,1400,7,10,21,169,1,0,0,0,0,1
Mark Andrews,BAL,TE,17,0,0,0,0,0,10,48,1,70,48,422,5,0
Theo Johnson,NYG,TE,15,0,0,0,0,0,0,0,0,74,45,528,5,0
Sean Tucker,TAM,RB,17,0,0,0,0,0,86,320,7,11,8,34,1,0
Oronde Gadsden II,LAC,TE,15,0,0,0,0,0,0,0,0,69,49,664,3,1
Luther Burden,CHI,WR,15,0,0,0,0,0,6,37,0,60,47,652,2,0
Emanuel Wilson,GNB,RB,17,0,0,0,0,0,125,496,3,17,15,99,0,0
Bhayshul Tuten,JAX,RB,15,0,0,0,0,0,83,307,5,14,10,79,2,1
Chimere Dike,TEN,WR,17,0,0,0,0,0,11,18,0,74,48,423,4,1
Josh Downs,IND,WR,16,0,0,0,0,0,2,-2,0,88,58,566,4,1
Kyler Murray,ARI,QB,5,110,161,962,6,3,29,173,1,0,0,0,0,1
Elic Ayomanor,TEN,WR,16,0,0,0,0,0,0,0,0,89,41,515,4,0
Zach Ertz,WAS,TE,13,0,0,0,0,0,0,0,0,72,50,504,4,0
Ty Johnson,BUF,RB,17,0,0,0,0,0,50,200,3,33,24,263,2,0
Terry McLaurin,WAS,WR,10,0,0,0,0,0,0,0,0,60,38,582,3,0
Nick Chubb,HOU,RB,15,0,0,0,0,0,122,506,3,20,13,67,0,0
Ryan Flournoy,DAL,WR,16,0,0,0,0,0,4,25,0,56,40,475,4,0
Pat Freiermuth,PIT,TE,17,0,0,0,0,0,0,0,0,54,41,486,4,0
Jalen Nailor,MIN,WR,17,0,0,0,0,0,2,13,0,53,29,444,4,0
Brenton Strange,JAX,TE,12,0,0,0,0,0,0,0,0,60,46,540,3,0
Jerry Jeudy,CLE,WR,17,0,0,0,0,0,1,5,0,106,50,602,2,1
Zonovan Knight,ARI,RB,12,0,0,0,0,0,82,269,4,31,22,160,1,1
Malik Washington,MIA,WR,17,0,0,0,0,0,17,110,1,65,46,317,3,1
Dillon Gabriel,CLE,QB,10,110,185,937,7,2,14,86,0,0,0,0,0,0
Carson Wentz,MIN,QB,5,110,169,1216,6,5,11,57,0,0,0,0,0,0
Cooper Kupp,SEA,WR,16,0,1,0,0,1,0,0,0,70,47,593,2,1
Davis Mills,HOU,QB,6,91,159,915,5,1,13,60,1,0,0,0,0,0
Alvin Kamara,NOR,RB,11,0,0,0,0,0,131,471,1,39,33,186,0,2
Dawson Knox,BUF,TE,17,0,0,0,0,0,0,0,0,49,36,417,4,0
Chig Okonkwo,TEN,TE,17,0,0,0,0,0,0,0,0,79,56,560,2,0
Isiah Pacheco,KAN,RB,13,0,0,0,0,0,118,462,1,26,19,101,1,0
Xavier Worthy,KAN,WR,14,0,0,0,0,0,11,87,0,73,42,532,1,0
Mack Hollins,NWE,WR,15,0,0,0,0,0,1,4,0,65,46,550,2,0
Sam LaPorta,DET,TE,9,0,0,0,0,0,0,0,0,49,40,489,3,0
Tyjae Spears,TEN,RB,13,0,0,0,0,0,72,283,2,50,45,264,0,0
Michael Carter,ARI,RB,13,0,0,0,0,0,92,333,1,45,33,267,0,0
DeMario Douglas,NWE,WR,17,0,0,0,0,0,7,21,0,46,31,447,3,0
Darren Waller,MIA,TE,9,0,0,0,0,0,1,4,0,34,24,283,6,0
Keon Coleman,BUF,WR,13,0,0,0,0,0,0,0,0,59,38,404,4,1
Tez Johnson,TAM,WR,16,0,0,0,0,0,7,22,0,44,28,322,5,0
Garrett Wilson,NYJ,WR,7,0,0,0,0,0,0,0,0,59,36,395,4,0
Xavier Hutchinson,HOU,WR,17,0,0,0,0,0,3,22,0,57,35,428,3,0
Cade Otton,TAM,TE,16,0,0,0,0,0,0,0,0,81,59,572,1,0
T.J. Hockenson,MIN,TE,15,0,0,0,0,0,1,0,0,66,51,438,3,0
Darius Slayton,NYG,WR,14,0,0,0,0,0,0,0,0,63,37,538,1,1
Tyquan Thornton,KAN,WR,14,0,0,0,0,0,0,0,0,37,19,438,3,0
Samaje Perine,CIN,RB,15,0,0,0,0,0,84,382,3,21,17,87,0,2
Isaac TeSlaa,DET,WR,17,0,0,0,0,0,0,0,0,27,16,239,6,0
Tyrod Taylor,NYJ,QB,6,80,134,779,5,5,27,143,1,0,0,0,0,1
Jake Tonges,SFO,TE,17,0,0,0,0,0,0,0,0,46,34,293,5,0
KaVontae Turpin,DAL,WR,15,0,0,0,0,0,17,89,0,38,26,396,2,1
Jalen Coker,CAR,WR,11,0,0,0,0,0,0,0,0,43,33,394,3,1
Andrei Iosivas,CIN,WR,17,0,0,0,0,0,3,14,0,58,33,435,2,0
Marvin Mims,DEN,WR,15,0,0,0,0,0,12,78,1,51,37,322,1,1
Calvin Austin III,PIT,WR,14,0,0,0,0,0,0,0,0,55,31,372,3,0
Kendrick Bourne,SFO,WR,16,0,0,0,0,0,0,0,0,53,37,551,0,0
Mike Evans,TAM,WR,8,0,0,0,0,0,0,0,0,62,30,368,3,0
Adonai Mitchell,2TM,WR,16,0,0,0,0,0,1,-4,0,74,33,453,2,1
Brian Robinson Jr.,SFO,RB,17,0,0,0,0,0,92,400,2,12,8,25,0,0
Dylan Sampson,CLE,RB,15,0,0,0,0,0,65,175,0,40,33,271,2,1
Ray Davis,BUF,RB,17,0,0,0,0,0,58,275,0,13,10,86,2,0
Xavier Legette,CAR,WR,15,0,0,0,0,0,1,0,0,64,35,363,3,0
Evan Engram,DEN,TE,16,0,0,0,0,0,1,7,0,76,50,461,1,0
David Njoku,CLE,TE,12,0,0,0,0,0,0,0,0,48,33,293,4,0
Ricky Pearsall,SFO,WR,9,0,0,0,0,0,2,-2,0,53,36,528,0,0
Tory Horton,SEA,WR,8,0,0,0,0,0,0,0,0,22,13,161,5,0
Tank Bigsby,2TM,RB,17,0,0,0,0,0,63,356,2,4,3,32,0,0
Malik Willis,GNB,QB,4,30,35,422,3,0,22,123,2,0,0,0,0,1
Isaiah Davis,NYJ,RB,16,0,0,0,0,0,43,236,1,28,21,186,0,0
Chris Godwin,TAM,WR,9,0,0,0,0,0,0,0,0,51,33,360,2,0
Darnell Mooney,ATL,WR,15,0,0,0,0,0,0,0,0,72,32,443,1,0
Russell Wilson,NYG,QB,6,69,119,831,3,3,18,106,0,0,0,0,0,0
Jake Browning,CIN,QB,5,81,125,771,6,8,9,39,1,0,0,0,0,0
Cole Kmet,CHI,TE,16,0,1,0,0,0,0,0,0,48,30,347,2,0
Gunnar Helm,TEN,TE,16,0,0,0,0,0,0,0,0,55,44,357,2,0
Jeremy McNichols,WAS,RB,17,0,0,0,0,0,44,221,1,31,25,196,0,1
Ollie Gordon,MIA,RB,17,0,0,0,0,0,70,199,3,9,7,32,1,0
Jonnu Smith,PIT,TE,17,0,0,0,0,0,9,70,1,54,38,222,2,0
Greg Dortch,ARI,WR,12,0,0,0,0,0,7,15,1,33,29,206,3,0
Tyler Higbee,LAR,TE,10,0,0,0,0,0,0,0,0,36,25,281,3,0
Keaton Mitchell,BAL,RB,13,0,0,0,0,0,59,341,1,12,9,63,0,0
Dontayvion Wicks,GNB,WR,14,0,0,0,0,0,1,6,0,46,30,332,2,0
Olamide Zaccheaus,CHI,WR,16,0,0,0,0,0,4,25,0,65,39,313,2,0
Emari Demercado,ARI,RB,13,0,0,0,0,0,44,312,0,20,13,101,1,1
DeAndre Hopkins,BAL,WR,17,0,0,0,0,0,0,0,0,39,22,330,2,0
Mason Taylor,NYJ,TE,13,0,0,0,0,0,0,0,0,65,44,369,1,0
Pat Bryant,DEN,WR,15,0,0,0,0,0,0,0,0,49,31,378,1,0
Justice Hill,BAL,RB,10,0,0,0,0,0,18,93,2,27,21,169,1,0
Mike Gesicki,CIN,TE,13,0,0,0,0,0,0,0,0,42,28,307,2,0
Devin Neal,NOR,RB,10,0,0,0,0,0,57,206,2,19,17,104,0,0
Kalif Raymond,DET,WR,15,0,0,0,0,0,2,19,0,30,24,289,1,0
Sterling Shepard,TAM,WR,13,0,0,0,0,0,4,19,0,53,39,371,1,1
Jaylen Wright,MIA,RB,10,0,0,0,0,0,70,288,2,9,5,44,0,1
Jaylin Noel,HOU,WR,17,0,0,0,0,0,6,12,0,35,26,292,2,0
Darnell Washington,PIT,TE,16,0,0,0,0,0,0,0,0,43,31,364,1,1
Jameis Winston,NYG,QB,3,37,66,567,2,2,7,23,1,1,1,33,1,1
Daniel Bellinger,NYG,TE,16,0,0,0,0,0,0,0,0,26,19,286,2,0
Noah Fant,CIN,TE,15,0,0,0,0,0,0,0,0,41,34,288,3,3
Terrance Ferguson,LAR,TE,14,0,0,0,0,0,1,0,0,25,11,231,3,0
Matthew Golden,GNB,WR,14,0,0,0,0,0,10,49,0,44,29,361,0,0
Van Jefferson,TEN,WR,16,0,0,0,0,0,0,0,0,52,29,350,1,0
Tyler Lockett,2TM,WR,17,0,0,0,0,0,0,0,0,55,32,291,1,0
JuJu Smith-Schuster,KAN,WR,17,0,0,0,0,0,0,0,0,45,33,345,1,0
Devaughn Vele,NOR,WR,13,0,0,0,0,0,0,0,0,39,25,293,2,0
Tyler Huntley,BAL,QB,5,52,67,426,2,0,24,151,0,0,0,0,0,0
Luke McCaffrey,WAS,WR,9,0,0,0,0,0,0,0,0,15,11,203,3,0
Josh Oliver,MIN,TE,15,0,0,0,0,0,0,0,0,19,15,160,4,0
Davis Allen,LAR,TE,17,0,0,0,0,0,0,0,0,33,24,208,3,0
Malik Davis,DAL,RB,10,0,0,0,0,0,52,250,2,5,2,16,0,0
Tre Harris,LAC,WR,17,0,0,0,0,0,2,10,0,43,30,324,1,0
Michael Mayer,LVR,TE,13,0,0,0,0,0,0,0,0,50,35,328,1,0
John Metchie,2TM,WR,16,0,0,0,0,0,3,-5,0,48,33,274,2,0
Malik Nabers,NYG,WR,4,0,0,0,0,0,0,0,0,35,18,271,2,0
Cedric Tillman,CLE,WR,13,0,0,0,0,0,0,0,0,39,21,270,2,0
Kyle Williams,NWE,WR,17,0,0,0,0,0,2,3,0,21,10,209,3,0
Austin Hooper,NWE,TE,16,0,0,0,0,0,0,0,0,26,21,263,2,0
Brashard Smith,KAN,RB,17,0,0,0,0,0,44,151,0,35,25,172,1,0
Isaiah Bond,CLE,WR,16,0,0,0,0,0,5,29,0,44,18,338,0,0
Greg Dulcich,MIA,TE,10,0,0,0,0,0,1,-7,0,33,26,335,1,1
Jackson Hawes,BUF,TE,17,0,0,0,0,0,0,0,0,19,16,187,3,0
Tim Patrick,JAX,WR,16,0,0,0,0,0,0,0,0,24,15,187,3,0
Tommy Tremble,CAR,TE,17,0,0,0,0,0,0,0,0,37,27,249,2,0
Rashod Bateman,BAL,WR,13,0,0,0,0,0,0,0,0,38,19,224,2,0
Audric Estime,NOR,RB,7,0,0,0,0,0,46,198,1,13,12,103,0,0
Travis Hunter,JAX,WR,7,0,0,0,0,0,1,0,0,45,28,298,1,0
Demarcus Robinson,SFO,WR,14,0,0,0,0,0,1,6,0,35,22,276,1,0
Isaiah Likely,BAL,TE,14,0,0,0,0,0,0,0,0,36,27,307,1,1
Tyreek Hill,MIA,WR,4,0,0,0,0,0,0,0,0,29,21,265,1,0
Kyle Juszczyk,SFO,FB,17,0,0,0,0,0,2,-3,0,28,24,213,2,0
Jaylin Lane,WAS,WR,15,0,0,0,0,0,1,7,0,32,16,225,0,1
Isaiah Williams,NYJ,WR,15,0,1,0,0,0,3,34,0,36,26,193,0,1
Jahan Dotson,PHI,WR,17,0,0,0,0,0,0,0,0,36,18,262,1,0
Quinn Ewers,MIA,QB,4,55,83,622,3,3,8,19,0,1,1,-6,0,0
Philip Rivers,IND,QB,3,58,92,544,4,3,2,-1,0,0,0,0,0,0
Devontez Walker,BAL,WR,12,0,0,0,0,0,0,0,0,8,6,136,3,0
Taysom Hill,NOR,TE,13,2,6,57,1,0,52,114,1,16,11,91,0,1
Tyrell Shavers,BUF,WR,17,0,0,0,0,0,0,0,0,23,15,245,1,0
David Sills V,ATL,WR,17,0,0,0,0,0,0,0,0,36,18,191,2,0
Mitchell Trubisky,BUF,QB,4,25,35,313,4,0,9,6,0,0,0,0,0,0
Dyami Brown,JAX,WR,14,0,0,0,0,0,6,30,0,37,20,227,1,1
Christian Kirk,HOU,WR,13,0,0,0,0,0,0,0,0,52,28,239,1,0
Josh Palmer,BUF,WR,12,0,0,0,0,0,0,0,0,37,22,303,0,0
Jayden Reed,GNB,WR,7,0,0,0,0,0,3,28,0,22,19,207,1,0
Calvin Ridley,TEN,WR,7,0,0,0,0,0,0,0,0,36,17,303,0,0
Xavier Smith,LAR,WR,16,0,0,0,0,0,0,0,0,24,18,303,0,0
Mitchell Evans,CAR,TE,17,0,0,0,0,0,1,1,0,25,19,171,2,0
Tanner Hudson,CIN,TE,15,0,0,0,0,0,0,0,0,24,19,168,2,0
Riley Leonard,IND,QB,5,39,67,415,2,3,6,27,2,0,0,-3,0,2
Brandin Cooks,2TM,WR,15,0,0,0,0,0,0,0,0,36,24,279,0,0
Brady Cook,NYJ,QB,5,88,153,739,2,7,13,49,0,0,0,0,0,1
Elijah Higgins,ARI,TE,17,0,0,0,0,0,0,0,0,37,30,301,0,1
Kendre Miller,NOR,RB,7,0,0,0,0,0,47,193,1,5,5,30,0,0
Chris Moore,WAS,WR,14,0,0,0,0,0,1,9,0,23,11,207,1,0
Jalen Tolbert,DAL,WR,13,0,0,0,0,0,0,0,0,34,18,203,1,0
Jaleel McLaughlin,DEN,RB,8,0,0,0,0,0,37,187,1,6,4,27,0,0
Roman Wilson,PIT,WR,13,0,0,0,0,0,0,0,0,21,12,166,2,1
Tyler Johnson,NYJ,WR,12,0,0,0,0,0,0,0,0,18,12,197,1,0
Charlie Kolar,BAL,TE,17,0,0,0,0,0,0,0,0,15,10,142,2,0
Adam Trautman,DEN,TE,17,0,0,0,0,0,0,0,0,23,20,195,1,0
Tutu Atwell,LAR,WR,10,0,0,0,0,0,0,0,0,15,6,192,1,0
James Conner,ARI,RB,3,0,0,0,0,0,32,95,1,9,8,38,1,0
Luke Musgrave,GNB,TE,17,0,0,0,0,0,0,0,0,31,24,252,0,0
Ja'Tavion Sanders,CAR,TE,13,0,0,0,0,0,0,0,0,34,29,190,1,0
Zavier Scott,MIN,RB,16,0,0,0,0,0,32,114,0,16,14,98,1,1
Connor Heyward,PIT,TE,17,0,0,0,0,0,15,43,2,4,3,21,1,0
Josh Johnson,WAS,QB,5,34,54,372,1,2,12,55,1,0,0,0,0,1
Hunter Luepke,DAL,RB,17,0,0,0,0,0,16,71,0,15,13,109,1,0
Gunner Olszewski,NYG,WR,16,1,2,33,1,0,0,0,0,13,10,145,1,1
